sheet,cell,row_label,value,target_id,verdict,note
План продаж,W33,"Темп продаж, шт",33,SALES.PACE,keep,шт/квартал
План продаж,X33,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,Y33,"Темп продаж, шт",25,SALES.PACE,keep,шт/квартал
План продаж,Z33,"Темп продаж, шт",25,SALES.PACE,keep,шт/квартал
План продаж,AA33,"Темп продаж, шт",22,SALES.PACE,keep,шт/квартал
План продаж,AB33,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AC33,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AD33,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AE33,"Темп продаж, шт",14,SALES.PACE,keep,шт/квартал
План продаж,AF33,"Темп продаж, шт",12,SALES.PACE,keep,шт/квартал
План продаж,AG33,"Темп продаж, шт",4,SALES.PACE,keep,шт/квартал
План продаж,E35,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,E38,"Темп продаж, шт",42,SALES.PACE,keep,шт/квартал
План продаж,F38,"Темп продаж, шт",13,SALES.PACE,keep,шт/квартал
План продаж,G38,"Темп продаж, шт",9,SALES.PACE,keep,шт/квартал
План продаж,H38,"Темп продаж, шт",11,SALES.PACE,keep,шт/квартал
План продаж,I38,"Темп продаж, шт",9,SALES.PACE,keep,шт/квартал
План продаж,J38,"Темп продаж, шт",23,SALES.PACE,keep,шт/квартал
План продаж,K38,"Темп продаж, шт",27,SALES.PACE,keep,шт/квартал
План продаж,L38,"Темп продаж, шт",30,SALES.PACE,keep,шт/квартал
План продаж,M38,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,N38,"Темп продаж, шт",27,SALES.PACE,keep,шт/квартал
План продаж,O38,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,P38,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,Q38,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,R38,"Темп продаж, шт",36,SALES.PACE,keep,шт/квартал
План продаж,S38,"Темп продаж, шт",33,SALES.PACE,keep,шт/квартал
План продаж,T38,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,U38,"Темп продаж, шт",35,SALES.PACE,keep,шт/квартал
План продаж,V38,"Темп продаж, шт",34,SALES.PACE,keep,шт/квартал
План продаж,W38,"Темп продаж, шт",33,SALES.PACE,keep,шт/квартал
План продаж,X38,"Темп продаж, шт",31,SALES.PACE,keep,шт/квартал
План продаж,Y38,"Темп продаж, шт",25,SALES.PACE,keep,шт/квартал
План продаж,Z38,"Темп продаж, шт",25,SALES.PACE,keep,шт/квартал
План продаж,AA38,"Темп продаж, шт",22,SALES.PACE,keep,шт/квартал
План продаж,AB38,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AC38,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AD38,"Темп продаж, шт",21,SALES.PACE,keep,шт/квартал
План продаж,AE38,"Темп продаж, шт",14,SALES.PACE,keep,шт/квартал
План продаж,AF38,"Темп продаж, шт",12,SALES.PACE,keep,шт/квартал
План продаж,AG38,"Темп продаж, шт",4,SALES.PACE,keep,шт/квартал
План продаж,E40,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,E43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,F43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,G43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,H43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,I43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,J43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,K43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,L43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,M43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,N43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,O43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,P43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,Q43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,R43,"Темп продаж, шт",2.2125,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,S43,"Темп продаж, шт",2.2125,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,T43,"Темп продаж, шт",2.6525,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,U43,"Темп продаж, шт",5,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,V43,"Темп продаж, шт",5,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,W43,"Темп продаж, шт",5,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,X43,"Темп продаж, шт",7.6775,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,Y43,"Темп продаж, шт",11.142500000000002,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,Z43,"Темп продаж, шт",8.62875,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AA43,"Темп продаж, шт",16.55375,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AB43,"Темп продаж, шт",13.6775,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AC43,"Темп продаж, шт",13.6775,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AD43,"Темп продаж, шт",15.89,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AE43,"Темп продаж, шт",9.527600000000021,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AF43,"Темп продаж, шт",7.965000000000001,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AG43,"Темп продаж, шт",2.2125,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AH43,"Темп продаж, шт",2.2125,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AI43,"Темп продаж, шт",2.2125,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AJ43,"Темп продаж, шт",2.6524999999999976,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AK43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AL43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,AM43,"Темп продаж, шт",0,SALES.PACE,fix,"ПСН: дробные лоты, продано 10 888 м² > запас 10 322 м²"
План продаж,E45,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,E48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,F48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,G48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,H48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,I48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,J48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,K48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,L48,"Темп продаж, шт",16,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,M48,"Темп продаж, шт",18,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,N48,"Темп продаж, шт",19,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,O48,"Темп продаж, шт",21,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,P48,"Темп продаж, шт",37,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,Q48,"Темп продаж, шт",40,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,R48,"Темп продаж, шт",44,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,S48,"Темп продаж, шт",47,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,T48,"Темп продаж, шт",56,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,U48,"Темп продаж, шт",60,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,V48,"Темп продаж, шт",64,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,W48,"Темп продаж, шт",69,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,X48,"Темп продаж, шт",78,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,Y48,"Темп продаж, шт",45,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,Z48,"Темп продаж, шт",30,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AA48,"Темп продаж, шт",41,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AB48,"Темп продаж, шт",34,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AC48,"Темп продаж, шт",36,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AD48,"Темп продаж, шт",38,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AE48,"Темп продаж, шт",39,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AF48,"Темп продаж, шт",19,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AG48,"Темп продаж, шт",11,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AH48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AI48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AJ48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AK48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AL48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AM48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AN48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AO48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AP48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AQ48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AR48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AS48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AT48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AU48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AV48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AW48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AX48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AY48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,AZ48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,BA48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,BB48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,BC48,"Темп продаж, шт",0,SALES.PACE,keep,"машино-места, шт/квартал"
План продаж,E50,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,E55,"Рост цен (от стадии проекта),%",0.02,SALES.PRICE_STAGE_UPLIFT,replace,2%/кв → рынок + стадия
План продаж,U55,"Рост цен (от стадии проекта),%",2.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,V55,"Рост цен (от стадии проекта),%",3.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,W55,"Рост цен (от стадии проекта),%",4.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,X55,"Рост цен (от стадии проекта),%",5.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,Y55,"Рост цен (от стадии проекта),%",6.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,Z55,"Рост цен (от стадии проекта),%",7.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AA55,"Рост цен (от стадии проекта),%",8.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AB55,"Рост цен (от стадии проекта),%",9.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AC55,"Рост цен (от стадии проекта),%",10.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AD55,"Рост цен (от стадии проекта),%",11.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AE55,"Рост цен (от стадии проекта),%",12.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AF55,"Рост цен (от стадии проекта),%",13.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AG55,"Рост цен (от стадии проекта),%",14.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AH55,"Рост цен (от стадии проекта),%",15.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AI55,"Рост цен (от стадии проекта),%",16.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AJ55,"Рост цен (от стадии проекта),%",17.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AK55,"Рост цен (от стадии проекта),%",18.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AL55,"Рост цен (от стадии проекта),%",19.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,AM55,"Рост цен (от стадии проекта),%",20.02,SALES.PRICE_STAGE_UPLIFT,remove,ошибка ввода 2.02…20.02
План продаж,C62,,0.22,TAX.VAT_RATE,remove,дубль
План продаж,E70,,0,—,remove,пустой ряд без подписи
План продаж,F70,,0,—,remove,пустой ряд без подписи
План продаж,G70,,0,—,remove,пустой ряд без подписи
План продаж,H70,,0,—,remove,пустой ряд без подписи
План продаж,I70,,0,—,remove,пустой ряд без подписи
План продаж,J70,,0,—,remove,пустой ряд без подписи
План продаж,K70,,0,—,remove,пустой ряд без подписи
План продаж,L70,,0,—,remove,пустой ряд без подписи
План продаж,M70,,0,—,remove,пустой ряд без подписи
План продаж,N70,,0,—,remove,пустой ряд без подписи
План продаж,O70,,0,—,remove,пустой ряд без подписи
План продаж,P70,,0,—,remove,пустой ряд без подписи
План продаж,Q70,,0,—,remove,пустой ряд без подписи
План продаж,R70,,0,—,remove,пустой ряд без подписи
План продаж,S70,,0,—,remove,пустой ряд без подписи
План продаж,T70,,0,—,remove,пустой ряд без подписи
План продаж,U70,,400,—,remove,пустой ряд без подписи
План продаж,V70,,400,—,remove,пустой ряд без подписи
План продаж,W70,,400,—,remove,пустой ряд без подписи
План продаж,X70,,614.2,—,remove,пустой ряд без подписи
План продаж,Y70,,891.4000000000001,—,remove,пустой ряд без подписи
План продаж,Z70,,690.3,—,remove,пустой ряд без подписи
План продаж,AA70,,1324.3,—,remove,пустой ряд без подписи
План продаж,AB70,,1094.2,—,remove,пустой ряд без подписи
План продаж,AC70,,1094.2,—,remove,пустой ряд без подписи
План продаж,AD70,,1271.2,—,remove,пустой ряд без подписи
План продаж,AE70,,762.2080000000017,—,remove,пустой ряд без подписи
План продаж,AF70,,637.2,—,remove,пустой ряд без подписи
План продаж,AG70,,177,—,remove,пустой ряд без подписи
План продаж,AH70,,177,—,remove,пустой ряд без подписи
План продаж,AI70,,177,—,remove,пустой ряд без подписи
План продаж,AJ70,,212.19999999999982,—,remove,пустой ряд без подписи
План продаж,AK70,,0,—,remove,пустой ряд без подписи
План продаж,AL70,,0,—,remove,пустой ряд без подписи
План продаж,AM70,,0,—,remove,пустой ряд без подписи
План продаж,AN70,,0,—,remove,пустой ряд без подписи
План продаж,AO70,,0,—,remove,пустой ряд без подписи
План продаж,AP70,,0,—,remove,пустой ряд без подписи
План продаж,AQ70,,0,—,remove,пустой ряд без подписи
План продаж,AR70,,0,—,remove,пустой ряд без подписи
План продаж,AS70,,0,—,remove,пустой ряд без подписи
План продаж,AT70,,0,—,remove,пустой ряд без подписи
План продаж,AU70,,0,—,remove,пустой ряд без подписи
План продаж,AV70,,0,—,remove,пустой ряд без подписи
План продаж,AW70,,0,—,remove,пустой ряд без подписи
План продаж,AX70,,0,—,remove,пустой ряд без подписи
План продаж,AY70,,0,—,remove,пустой ряд без подписи
План продаж,AZ70,,0,—,remove,пустой ряд без подписи
План продаж,BA70,,0,—,remove,пустой ряд без подписи
План продаж,BB70,,0,—,remove,пустой ряд без подписи
План продаж,BC70,,0,—,remove,пустой ряд без подписи
Эскроу,D3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,E3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,F3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,G3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,H3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,I3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,J3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,K3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,L3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,M3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,N3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,O3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,P3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,Q3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,R3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,S3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,T3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,U3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,V3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,W3,"Рассрочка, кв",6,SALES.PAYMENT_MIX,keep,
Эскроу,AE3,"Рассрочка, кв",4,SALES.PAYMENT_MIX,keep,
Эскроу,AF3,"Рассрочка, кв",4,SALES.PAYMENT_MIX,keep,
Эскроу,AG3,"Рассрочка, кв",4,SALES.PAYMENT_MIX,keep,
Эскроу,AH3,"Рассрочка, кв",4,SALES.PAYMENT_MIX,keep,
Эскроу,AI3,"Рассрочка, кв",0,SALES.PAYMENT_MIX,keep,
Эскроу,AJ3,"Рассрочка, кв",0,SALES.PAYMENT_MIX,keep,
Эскроу,AK3,"Рассрочка, кв",0,SALES.PAYMENT_MIX,keep,
Эскроу,C5,Сделки с рассрочкой,0,SALES.PAYMENT_MIX,keep,
Эскроу,C6,Сделки с ипотекой,0.7,SALES.PAYMENT_MIX,keep,
Эскроу,C7,Сделки со 100% оплатой,0.1,SALES.PAYMENT_MIX,fix,
Эскроу,C8,ПВ,0.2,SALES.PAYMENT_MIX,fix,
Эскроу,D8,ПВ,0,SALES.PAYMENT_MIX,fix,
Эскроу,E8,ПВ,0,SALES.PAYMENT_MIX,fix,
Эскроу,F8,ПВ,0,SALES.PAYMENT_MIX,fix,
Эскроу,G8,ПВ,0,SALES.PAYMENT_MIX,fix,
Эскроу,H8,ПВ,0,SALES.PAYMENT_MIX,fix,
